20, 118, 0.000040, 130, 0.000038, 130, 0.000045, 130
20, 145, 0.000044, 117, 0.000049, 117, 0.000055, 117
20, 141, 0.000033, 86, 0.000032, 86, 0.000058, 86
20, 132, 0.000030, 104, 0.000028, 104, 0.000054, 104
20, 141, 0.000042, 113, 0.000043, 113, 0.000071, 113
20, 159, 0.000038, 108, 0.000036, 108, 0.000060, 108
20, 196, 0.000036, 101, 0.000035, 101, 0.000081, 101
20, 151, 0.000030, 124, 0.000028, 124, 0.000063, 124
20, 155, 0.000028, 100, 0.000027, 100, 0.000053, 100
20, 146, 0.000030, 122, 0.000032, 122, 0.000048, 122
21, 150, 0.000043, 117, 0.000046, 117, 0.000058, 117
21, 137, 0.000043, 99, 0.000042, 99, 0.000059, 99
21, 177, 0.000035, 132, 0.000032, 132, 0.000058, 132
21, 125, 0.000039, 104, 0.000044, 104, 0.000052, 104
21, 191, 0.000045, 96, 0.000047, 96, 0.000086, 96
21, 147, 0.000046, 108, 0.000046, 108, 0.000062, 108
21, 104, 0.000038, 103, 0.000039, 103, 0.000043, 103
21, 129, 0.000028, 99, 0.000029, 99, 0.000056, 99
21, 143, 0.000029, 104, 0.000029, 104, 0.000059, 104
21, 156, 0.000042, 125, 0.000043, 125, 0.000066, 125
22, 147, 0.000040, 122, 0.000040, 122, 0.000050, 122
22, 177, 0.000049, 136, 0.000051, 136, 0.000066, 136
22, 177, 0.000052, 107, 0.000050, 107, 0.000072, 107
22, 177, 0.000040, 118, 0.000041, 118, 0.000056, 118
22, 178, 0.000047, 104, 0.000043, 104, 0.000058, 104
22, 109, 0.000039, 100, 0.000045, 100, 0.000035, 100
22, 164, 0.000044, 115, 0.000046, 115, 0.000063, 115
22, 100, 0.000088, 122, 0.000092, 122, 0.000099, 122
22, 119, 0.000179, 103, 0.000204, 103, 0.000042, 103
22, 169, 0.000065, 141, 0.000044, 141, 0.000057, 141
23, 157, 0.000044, 109, 0.000044, 109, 0.000049, 109
23, 129, 0.000046, 142, 0.000049, 142, 0.000048, 142
23, 110, 0.000052, 125, 0.000052, 125, 0.000035, 125
23, 160, 0.000048, 108, 0.000049, 108, 0.000057, 108
23, 192, 0.000051, 142, 0.000054, 142, 0.000066, 142
23, 104, 0.000406, 101, 0.000439, 101, 0.000046, 101
23, 171, 0.000058, 132, 0.000059, 132, 0.000087, 132
23, 151, 0.000043, 136, 0.000044, 136, 0.000068, 136
23, 186, 0.000077, 136, 0.000077, 136, 0.000089, 136
23, 109, 0.000051, 127, 0.000052, 127, 0.000049, 127
24, 104, 0.000116, 83, 0.000129, 83, 0.000052, 83
24, 101, 0.000072, 124, 0.000060, 124, 0.000049, 124
24, 196, 0.000061, 121, 0.000062, 121, 0.000096, 121
24, 188, 0.000056, 124, 0.000055, 124, 0.000088, 124
24, 116, 0.000144, 111, 0.000149, 111, 0.000055, 111
24, 148, 0.000073, 134, 0.000073, 134, 0.000071, 134
24, 123, 0.000042, 139, 0.000043, 139, 0.000051, 139
24, 134, 0.000044, 112, 0.000046, 112, 0.000046, 112
24, 122, 0.000090, 126, 0.000094, 126, 0.000047, 126
24, 164, 0.000052, 130, 0.000055, 130, 0.000064, 130
25, 189, 0.000060, 144, 0.000062, 144, 0.000080, 144
25, 170, 0.000067, 118, 0.000073, 118, 0.000078, 118
25, 177, 0.000066, 147, 0.000066, 147, 0.000073, 147
25, 154, 0.000058, 151, 0.000061, 151, 0.000057, 151
25, 114, 0.000241, 130, 0.000236, 130, 0.000056, 130
25, 132, 0.000079, 129, 0.000079, 129, 0.000065, 129
25, 162, 0.000083, 134, 0.000072, 134, 0.000076, 134
25, 179, 0.000070, 134, 0.000070, 134, 0.000077, 134
25, 178, 0.000067, 141, 0.000067, 141, 0.000085, 141
25, 131, 0.000137, 128, 0.000128, 128, 0.000048, 128
26, 181, 0.000070, 160, 0.000068, 160, 0.000066, 160
26, 172, 0.000074, 164, 0.000076, 164, 0.000071, 164
26, 141, 0.000091, 140, 0.000091, 140, 0.000049, 140
26, 105, 0.001125, 149, 0.001208, 149, 0.000047, 149
26, 112, 0.000073, 147, 0.000072, 147, 0.000042, 147
26, 191, 0.000075, 157, 0.000082, 157, 0.000064, 157
26, 168, 0.000064, 156, 0.000067, 156, 0.000063, 156
26, 114, 0.000182, 133, 0.000185, 133, 0.000041, 133
26, 188, 0.000065, 140, 0.000066, 140, 0.000073, 140
26, 103, 0.000228, 130, 0.000223, 130, 0.000041, 130
27, 119, 0.000315, 153, 0.000323, 153, 0.000053, 153
27, 196, 0.000099, 139, 0.000100, 139, 0.000084, 139
27, 130, 0.000222, 143, 0.000234, 143, 0.000057, 143
27, 114, 0.000585, 124, 0.000595, 124, 0.000047, 124
27, 148, 0.000099, 153, 0.000104, 153, 0.000056, 153
27, 166, 0.000069, 117, 0.000072, 117, 0.000072, 117
27, 106, 0.000367, 130, 0.000389, 130, 0.000042, 130
27, 104, 0.001914, 133, 0.001972, 133, 0.000051, 133
27, 170, 0.000074, 160, 0.000076, 160, 0.000070, 160
27, 114, 0.000245, 149, 0.000253, 149, 0.000052, 149
28, 188, 0.000092, 149, 0.000100, 149, 0.000080, 149
28, 159, 0.000106, 174, 0.000106, 174, 0.000070, 174
28, 163, 0.000091, 172, 0.000111, 172, 0.000071, 172
28, 122, 0.000361, 156, 0.000371, 156, 0.000056, 156
28, 147, 0.000110, 132, 0.000112, 132, 0.000064, 132
28, 119, 0.000239, 153, 0.000249, 153, 0.000053, 153
28, 148, 0.000085, 121, 0.000084, 121, 0.000061, 121
28, 173, 0.000090, 140, 0.000087, 140, 0.000064, 140
28, 172, 0.000100, 157, 0.000102, 157, 0.000067, 157
28, 138, 0.000105, 159, 0.000109, 159, 0.000062, 159
29, 167, 0.000117, 180, 0.000118, 180, 0.000081, 180
29, 125, 0.000302, 161, 0.000314, 161, 0.000064, 161
29, 140, 0.001518, 142, 0.001493, 142, 0.000069, 142
29, 116, 0.005175, 121, 0.005115, 121, 0.000049, 121
29, 138, 0.000077, 154, 0.000077, 154, 0.000060, 154
29, 114, 0.003061, 144, 0.003117, 144, 0.000060, 144
29, 124, 0.001419, 144, 0.001419, 144, 0.000072, 144
29, 200, 0.000114, 163, 0.000119, 163, 0.000129, 163
29, 169, 0.000110, 146, 0.000115, 146, 0.000067, 146
29, 125, 0.001281, 138, 0.001094, 138, 0.000036, 138
30, 103, 0.006716, 120, 0.007698, 120, 0.000047, 120
30, 150, 0.000115, 164, 0.000119, 164, 0.000062, 164
30, 199, 0.000124, 164, 0.000121, 164, 0.000080, 164
30, 123, 0.000564, 145, 0.000564, 145, 0.000058, 145
30, 149, 0.000494, 153, 0.000502, 153, 0.000066, 153
30, 189, 0.000088, 166, 0.000095, 166, 0.000085, 166
30, 199, 0.000107, 197, 0.000110, 197, 0.000096, 197
30, 188, 0.000115, 157, 0.000118, 157, 0.000092, 157
30, 143, 0.000500, 142, 0.000518, 142, 0.000082, 142
30, 169, 0.000125, 175, 0.000127, 175, 0.000077, 175
31, 156, 0.000162, 155, 0.000152, 155, 0.000079, 155
31, 125, 0.000512, 162, 0.000535, 162, 0.000059, 162
31, 111, 0.005709, 151, 0.005775, 151, 0.000056, 151
31, 164, 0.000126, 154, 0.000135, 154, 0.000076, 154
31, 152, 0.000104, 188, 0.000108, 188, 0.000071, 188
31, 102, 0.012194, 154, 0.012738, 154, 0.000068, 154
31, 146, 0.000178, 157, 0.000185, 157, 0.000068, 157
31, 190, 0.000150, 149, 0.000157, 149, 0.000110, 149
31, 160, 0.000233, 144, 0.000237, 144, 0.000070, 144
31, 161, 0.000162, 189, 0.000147, 189, 0.000072, 189
32, 139, 0.000170, 175, 0.000178, 175, 0.000073, 175
32, 160, 0.000143, 158, 0.000149, 158, 0.000075, 158
32, 171, 0.000471, 150, 0.000515, 150, 0.000096, 150
32, 131, 0.001337, 163, 0.001404, 163, 0.000071, 163
32, 121, 0.013648, 169, 0.014500, 169, 0.000082, 169
32, 158, 0.000457, 178, 0.000475, 178, 0.000079, 178
32, 127, 0.004816, 162, 0.005426, 162, 0.000060, 162
32, 199, 0.000130, 167, 0.000134, 167, 0.000097, 167
32, 119, 0.185800, 149, 0.197862, 149, 0.000070, 149
32, 171, 0.000139, 206, 0.000141, 206, 0.000079, 206
33, 111, 0.214770, 144, 0.209869, 144, 0.000036, 144
33, 101, 0.059638, 153, 0.058068, 153, 0.000035, 153
33, 174, 0.000125, 197, 0.000113, 197, 0.000052, 197
33, 114, 0.023512, 152, 0.022589, 152, 0.000050, 152
33, 113, 0.017879, 199, 0.018739, 199, 0.000063, 199
33, 129, 0.011082, 165, 0.010669, 165, 0.000057, 165
33, 135, 0.002619, 183, 0.002919, 183, 0.000068, 183
33, 184, 0.000142, 159, 0.000138, 159, 0.000143, 159
33, 178, 0.000124, 198, 0.000137, 198, 0.000081, 198
33, 116, 0.000685, 154, 0.000701, 154, 0.000061, 154
34, 171, 0.000144, 179, 0.000152, 179, 0.000078, 179
34, 172, 0.000154, 178, 0.000157, 178, 0.000082, 178
34, 134, 0.034603, 147, 0.033609, 147, 0.000043, 147
34, 156, 0.010055, 148, 0.011886, 148, 0.000084, 148
34, 178, 0.000155, 179, 0.000162, 179, 0.000098, 179
34, 188, 0.000247, 156, 0.000247, 156, 0.000100, 156
34, 157, 0.000504, 167, 0.000508, 167, 0.000080, 167
34, 142, 0.002913, 145, 0.003036, 145, 0.000089, 145
34, 118, 0.045132, 153, 0.044405, 153, 0.000039, 153
34, 146, 0.056294, 167, 0.050658, 167, 0.000046, 167
35, 161, 0.000204, 250, 0.000168, 250, 0.000051, 250
35, 130, 0.001459, 160, 0.001461, 160, 0.000041, 160
35, 125, 0.004373, 187, 0.004210, 187, 0.000069, 187
35, 132, 0.031775, 169, 0.031591, 169, 0.000050, 169
35, 191, 0.000179, 181, 0.000153, 181, 0.000068, 181
35, 129, 0.023809, 162, 0.025892, 162, 0.000043, 162
35, 168, 0.000378, 152, 0.000379, 152, 0.000052, 152
35, 185, 0.000295, 177, 0.000301, 177, 0.000057, 177
35, 156, 0.000161, 173, 0.000162, 173, 0.000048, 173
35, 133, 0.030917, 155, 0.032870, 155, 0.000044, 155
36, 170, 0.000238, 199, 0.000236, 199, 0.000055, 199
36, 171, 0.025244, 178, 0.030427, 178, 0.000099, 178
36, 136, 0.092296, 168, 0.097266, 168, 0.000081, 168
36, 114, 2.656513, 152, 2.394020, 152, 0.000045, 152
36, 147, 0.000552, 193, 0.000516, 193, 0.000050, 193
36, 135, 0.012997, 193, 0.013150, 193, 0.000077, 193
36, 189, 0.000189, 196, 0.000207, 196, 0.000094, 196
36, 140, 0.003401, 164, 0.003113, 164, 0.000050, 164
36, 185, 0.000188, 184, 0.000186, 184, 0.000079, 184
36, 107, 0.260663, 172, 0.251958, 172, 0.000039, 172
37, 187, 0.000400, 183, 0.000366, 183, 0.000062, 183
37, 114, 0.103039, 157, 0.101419, 157, 0.000041, 157
37, 152, 0.003522, 221, 0.003807, 221, 0.000083, 221
37, 131, 0.014031, 176, 0.014590, 176, 0.000048, 176
37, 112, 2.181299, 173, 2.189577, 173, 0.000042, 173
37, 109, 0.711218, 165, 0.714964, 165, 0.000039, 165
37, 104, 8.447459, 170, 8.732847, 170, 0.000039, 170
37, 149, 0.005927, 208, 0.006435, 208, 0.000051, 208
37, 118, 0.054714, 170, 0.056170, 170, 0.000060, 170
37, 165, 0.004436, 142, 0.004595, 142, 0.000098, 142
38, 190, 0.000249, 224, 0.000252, 224, 0.000115, 224
38, 147, 0.270714, 167, 0.240230, 167, 0.000052, 167
38, 142, 0.937826, 157, 0.926808, 157, 0.000052, 157
38, 197, 0.000223, 209, 0.000188, 209, 0.000077, 209
38, 100, 13.582722, 138, 13.920562, 138, 0.000038, 138
38, 103, 6.159671, 137, 5.988989, 137, 0.000055, 137
38, 136, 0.452815, 188, 0.453104, 188, 0.000049, 188
38, 171, 0.000274, 209, 0.000264, 209, 0.000058, 209
38, 130, 3.046627, 159, 3.090221, 159, 0.000046, 159
38, 128, 0.602387, 147, 0.602712, 147, 0.000046, 147
39, 122, 9.043182, 158, 9.311867, 158, 0.000079, 158
39, 190, 0.001032, 210, 0.001070, 210, 0.000118, 210
39, 191, 0.000344, 227, 0.000345, 227, 0.000117, 227
39, 199, 0.000282, 220, 0.000290, 220, 0.000122, 220
39, 150, 0.004232, 219, 0.004283, 219, 0.000094, 219
39, 137, 0.239452, 157, 0.216041, 157, 0.000096, 157
39, 112, 0.007690, 202, 0.008893, 202, 0.000070, 202
39, 125, 0.837933, 178, 0.823987, 178, 0.000046, 178
39, 101, 1.532501, 188, 1.629839, 188, 0.000039, 188
39, 133, 0.697496, 171, 0.698207, 171, 0.000085, 171
40, 193, 0.000578, 206, 0.000594, 206, 0.000121, 206
40, 166, 0.002358, 217, 0.002430, 217, 0.000106, 217
40, 140, 0.030156, 193, 0.031107, 193, 0.000052, 193
40, 148, 0.006896, 233, 0.007436, 233, 0.000098, 233
40, 184, 0.000356, 215, 0.000366, 215, 0.000123, 215
40, 115, 2.813516, 171, 2.883137, 171, 0.000044, 171
40, 116, 10.194665, 156, 10.423444, 156, 0.000044, 156
40, 137, 1.229725, 193, 1.205874, 193, 0.000071, 193
40, 164, 0.012070, 197, 0.012924, 197, 0.000126, 197
40, 104, 17.441355, 181, 18.021198, 181, 0.000041, 181
41, 104, 7.605909, 185, 7.714214, 185, 0.000042, 185
41, 135, 0.521362, 208, 0.509003, 208, 0.000107, 208
41, 200, 0.002122, 231, 0.002146, 231, 0.000157, 231
41, 174, 0.129730, 193, 0.122400, 193, 0.000109, 193
41, 131, 55.314849, 200, 54.982685, 200, 0.000052, 200
41, 115, 16.230215, 182, 16.984472, 182, 0.000078, 182
41, 119, 0.855687, 174, 0.882773, 174, 0.000048, 174
41, 160, 0.103348, 195, 0.106948, 195, 0.000094, 195
41, 157, 0.010085, 206, 0.010514, 206, 0.000059, 206
41, 183, 0.003590, 220, 0.003464, 220, 0.000096, 220
42, 131, 0.859587, 195, 0.858397, 195, 0.000053, 195
42, 178, 0.002342, 226, 0.002500, 226, 0.000129, 226
42, 144, 0.109538, 223, 0.112092, 223, 0.000060, 223
42, 113, 35.318688, 180, 35.077224, 180, 0.000046, 180
42, 102, 69.569894, 172, 70.605701, 172, 0.000043, 172
42, 185, 0.000690, 218, 0.000660, 218, 0.000069, 218
42, 133, 0.837717, 199, 0.809154, 199, 0.000073, 199
42, 199, 0.001508, 237, 0.001642, 237, 0.000125, 237
42, 163, 0.143947, 228, 0.140490, 228, 0.000089, 228
42, 187, 0.195313, 214, 0.194996, 214, 0.000100, 214
43, 179, 0.003672, 237, 0.003671, 237, 0.000099, 237
43, 143, 0.706666, 204, 0.686137, 204, 0.00005